amostra_id;classe_id;sinal;sinalizador_id;repeticao;arquivo_relativo;resolucao_w;resolucao_h;fps;duracao_seg;hash_md5;iluminacao;ambiente;device_model;municipio;faixa_etaria;genero_opcional;observacoes
06-agua-sinalizador-24-4;06;agua;24;4;Sinalizador24/06-agua-sinalizador-24-4.mp4;1920;1080;29,61;6,15;93356a1552864293980b3042ededca76;média;interna;;Santana de Parnaíba;25-34;;
06-agua-sinalizador-24-5;06;agua;24;5;Sinalizador24/06-agua-sinalizador-24-5.mp4;1920;1080;29,61;6,01;85a7d95d374c484e8e6cb74b89d61e9d;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-24-1;07;eu te amo;24;1;Sinalizador24/07-eu te amo-sinalizador-24-1.mp4;1920;1080;29,61;6,4;1d696b4a9cbdcc6f1dcfcebc21f39f12;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-24-2;07;eu te amo;24;2;Sinalizador24/07-eu te amo-sinalizador-24-2.mp4;1920;1080;29,23;5,25;b1752381021b03d2e052a88f1f04cf50;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-24-3;07;eu te amo;24;3;Sinalizador24/07-eu te amo-sinalizador-24-3.mp4;1920;1080;29,61;5,1;4c924f0ff8f4b522aed26680621e5fea;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-24-4;07;eu te amo;24;4;Sinalizador24/07-eu te amo-sinalizador-24-4.mp4;1920;1080;29,61;5,23;a269cf176aa92b9c6fc8a2ada558439d;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-24-5;07;eu te amo;24;5;Sinalizador24/07-eu te amo-sinalizador-24-5.mp4;1920;1080;28,17;4,86;cadb386c320a79d0175dfb39d9737d36;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-24-1;08;fome;24;1;Sinalizador24/08-fome-sinalizador-24-1.mp4;1920;1080;29,61;4,47;4fd3f70e72cb8752b69e9eb20d5918d5;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-24-2;08;fome;24;2;Sinalizador24/08-fome-sinalizador-24-2.mp4;1920;1080;29,61;4,56;e387744bf8913b4446088c340993b28c;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-24-3;08;fome;24;3;Sinalizador24/08-fome-sinalizador-24-3.mp4;1920;1080;29,61;4,93;517e5f7c35c24cda41c90f057122a43f;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-24-4;08;fome;24;4;Sinalizador24/08-fome-sinalizador-24-4.mp4;1920;1080;29,61;5,67;eb9ba1975cd90992952962190c4bb0ac;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-24-5;08;fome;24;5;Sinalizador24/08-fome-sinalizador-24-5.mp4;1920;1080;29,61;4,18;3d3a613bb4e153e1468e08efaa40c3b2;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-24-1;09;sede;24;1;Sinalizador24/09-sede-sinalizador-24-1.mp4;1920;1080;29,61;6,08;15445741cf3d7442f47e09c0bab60cfb;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-24-2;09;sede;24;2;Sinalizador24/09-sede-sinalizador-24-2.mp4;1920;1080;29,61;4,33;f992c4410b5cb65bbea15af1f388b467;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-24-3;09;sede;24;3;Sinalizador24/09-sede-sinalizador-24-3.mp4;1920;1080;29,61;5,87;925d0e96b000b6651d0fd2cd52ac869f;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-24-4;09;sede;24;4;Sinalizador24/09-sede-sinalizador-24-4.mp4;1920;1080;29,24;5,4;df01c2ff2249546da04ca986d7f3cea4;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-24-5;09;sede;24;5;Sinalizador24/09-sede-sinalizador-24-5.mp4;1920;1080;29,61;4,96;f157b719cab6992af2dac873dadf7d4a;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-24-1;10;banheiro;24;1;Sinalizador24/10-banheiro-sinalizador-24-1.mp4;1920;1080;29,25;5,51;f0b9dbe3d054b0342bf303f4848e2fdb;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-24-2;10;banheiro;24;2;Sinalizador24/10-banheiro-sinalizador-24-2.mp4;1920;1080;29,61;5;9c75035d8f967a4675b849dbdc24579e;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-24-3;10;banheiro;24;3;Sinalizador24/10-banheiro-sinalizador-24-3.mp4;1920;1080;29,61;5,78;f9c74b3398deddc5765850fd0cab39ab;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-24-4;10;banheiro;24;4;Sinalizador24/10-banheiro-sinalizador-24-4.mp4;1920;1080;29,61;6,45;3f6576cc3033a2e1e19da2b8e1ec962a;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-24-5;10;banheiro;24;5;Sinalizador24/10-banheiro-sinalizador-24-5.mp4;1920;1080;29,61;6,52;67d74859eb4d2d091827a788bd8a2f51;média;interna;;Santana de Parnaíba;25-34;;
11-dinheiro-sinalizador-24-1;11;dinheiro;24;1;Sinalizador24/11-dinheiro-sinalizador-24-1.mp4;1920;1080;29,61;4,9;28481afdae00107bc23ad9494fb4cd0c;média;interna;;Santana de Parnaíba;25-34;;
11-dinheiro-sinalizador-24-2;11;dinheiro;24;2;Sinalizador24/11-dinheiro-sinalizador-24-2.mp4;1920;1080;29,61;4,84;b345041eea9bfec2b93dafc105d3d468;média;interna;;Santana de Parnaíba;25-34;;
11-dinheiro-sinalizador-24-3;11;dinheiro;24;3;Sinalizador24/11-dinheiro-sinalizador-24-3.mp4;1920;1080;29,61;5,51;c817ea278e9438957a2bbafef3918df5;média;interna;;Santana de Parnaíba;25-34;;
11-dinheiro-sinalizador-24-4;11;dinheiro;24;4;Sinalizador24/11-dinheiro-sinalizador-24-4.mp4;1920;1080;29,28;6,15;0ff1fba57be5de80f34a8cf393cac872;média;interna;;Santana de Parnaíba;25-34;;
11-dinheiro-sinalizador-24-5;11;dinheiro;24;5;Sinalizador24/11-dinheiro-sinalizador-24-5.mp4;1920;1080;29,61;5,04;ac02f1d0f1f345ab5ae972ccbd7ef35b;média;interna;;Santana de Parnaíba;25-34;;
12-trabalho-sinalizador-24-1;12;trabalho;24;1;Sinalizador24/12-trabalho-sinalizador-24-1.mp4;1920;1080;17,33;4,56;16538900276b8b5d8a28470c362a51cc;média;interna;;Santana de Parnaíba;25-34;;
12-trabalho-sinalizador-24-2;12;trabalho;24;2;Sinalizador24/12-trabalho-sinalizador-24-2.mp4;1920;1080;29,61;6,52;aaedd45c484367943565abd42a63c176;média;interna;;Santana de Parnaíba;25-34;;
12-trabalho-sinalizador-24-3;12;trabalho;24;3;Sinalizador24/12-trabalho-sinalizador-24-3.mp4;1920;1080;29,61;5,91;1361395344e633fed7f14e5ccf32dfc5;média;interna;;Santana de Parnaíba;25-34;;
12-trabalho-sinalizador-24-4;12;trabalho;24;4;Sinalizador24/12-trabalho-sinalizador-24-4.mp4;1920;1080;29,61;6,21;d7d6dbefc408ac9392a46864adabfebf;média;interna;;Santana de Parnaíba;25-34;;
12-trabalho-sinalizador-24-5;12;trabalho;24;5;Sinalizador24/12-trabalho-sinalizador-24-5.mp4;1920;1080;29,61;5,98;1bcf4da5f996ca481ab62d53f2f65e8f;média;interna;;Santana de Parnaíba;25-34;;
13-casa-sinalizador-24-1;13;casa;24;1;Sinalizador24/13-casa-sinalizador-24-1.mp4;1920;1080;29,09;5,76;6f4fb9f972c21d1c95292f62148ed575;média;interna;;Santana de Parnaíba;25-34;;
13-casa-sinalizador-24-2;13;casa;24;2;Sinalizador24/13-casa-sinalizador-24-2.mp4;1920;1080;29,61;5,37;2fdc64be7f8438f7507461258f031b45;média;interna;;Santana de Parnaíba;25-34;;
13-casa-sinalizador-24-3;13;casa;24;3;Sinalizador24/13-casa-sinalizador-24-3.mp4;1920;1080;29,61;4,97;24b0d0c7b22dc43991c0c7f7f1853b2a;média;interna;;Santana de Parnaíba;25-34;;
13-casa-sinalizador-24-4;13;casa;24;4;Sinalizador24/13-casa-sinalizador-24-4.mp4;1920;1080;29,61;4,73;f69ee61b7298c16a3fd6ffddb27f437d;média;interna;;Santana de Parnaíba;25-34;;
13-casa-sinalizador-24-5;13;casa;24;5;Sinalizador24/13-casa-sinalizador-24-5.mp4;1920;1080;29,61;5,34;b9107a3fbd0f5ea9acb0f374b2059c24;média;interna;;Santana de Parnaíba;25-34;;
14-escola-sinalizador-24-1;14;escola;24;1;Sinalizador24/14-escola-sinalizador-24-1.mp4;1920;1080;29,45;6,25;9deb0ec42c82adff5e3f5ac18764ec63;média;interna;;Santana de Parnaíba;25-34;;
14-escola-sinalizador-24-2;14;escola;24;2;Sinalizador24/14-escola-sinalizador-24-2.mp4;1920;1080;29,61;4,54;dc99888402fe381d23d00da08f13fc72;média;interna;;Santana de Parnaíba;25-34;;
14-escola-sinalizador-24-3;14;escola;24;3;Sinalizador24/14-escola-sinalizador-24-3.mp4;1920;1080;29,61;4,9;abee2262da36f27173fdf22c0cfd1cc6;média;interna;;Santana de Parnaíba;25-34;;
14-escola-sinalizador-24-4;14;escola;24;4;Sinalizador24/14-escola-sinalizador-24-4.mp4;1920;1080;29,61;4,22;7bfe633d5c410cefe1625a8dca7a4d07;média;interna;;Santana de Parnaíba;25-34;;
14-escola-sinalizador-24-5;14;escola;24;5;Sinalizador24/14-escola-sinalizador-24-5.mp4;1920;1080;29,61;4,28;11f3020e1af5b1e3df03136638a61128;média;interna;;Santana de Parnaíba;25-34;;
14-escola-sinalizador-24-6;14;escola;24;6;Sinalizador24/14-escola-sinalizador-24-6.mp4;1920;1080;29,61;4,69;abfca1be80e84d2b03598a46b4cbc370;média;interna;;Santana de Parnaíba;25-34;;
15-amigo-sinalizador-24-1;15;amigo;24;1;Sinalizador24/15-amigo-sinalizador-24-1.mp4;1920;1080;29,61;5,25;4dfc2cd6c516b9d080ebe24de3588d92;média;interna;;Santana de Parnaíba;25-34;;
15-amigo-sinalizador-24-2;15;amigo;24;2;Sinalizador24/15-amigo-sinalizador-24-2.mp4;1920;1080;29,61;5,03;0a9543cdceb7f74d654dc0169d4e62bc;média;interna;;Santana de Parnaíba;25-34;;
15-amigo-sinalizador-24-3;15;amigo;24;3;Sinalizador24/15-amigo-sinalizador-24-3.mp4;1920;1080;29,61;4,8;8fded5ff85c1fad4d3d4568c1bb205f8;média;interna;;Santana de Parnaíba;25-34;;
15-amigo-sinalizador-24-4;15;amigo;24;4;Sinalizador24/15-amigo-sinalizador-24-4.mp4;1920;1080;29,61;5,01;1c90c8fc19893230f8303fe07794b58d;média;interna;;Santana de Parnaíba;25-34;;
15-amigo-sinalizador-24-5;15;amigo;24;5;Sinalizador24/15-amigo-sinalizador-24-5.mp4;1920;1080;29,61;5,34;f6dac81dcc783bb7637bdbba0eee23d4;média;interna;;Santana de Parnaíba;25-34;;
15-amigo-sinalizador-24-6;15;amigo;24;6;Sinalizador24/15-amigo-sinalizador-24-6.mp4;1920;1080;29,61;5;f787273b3f85ace50065f500d60dea87;média;interna;;Santana de Parnaíba;25-34;;
16-saudade-sinalizador-24-1;16;saudade;24;1;Sinalizador24/16-saudade-sinalizador-24-1.mp4;1920;1080;29,61;4,31;5f64671318d91438d843b4d57ccbeb36;média;interna;;Santana de Parnaíba;25-34;;
16-saudade-sinalizador-24-2;16;saudade;24;2;Sinalizador24/16-saudade-sinalizador-24-2.mp4;1920;1080;29,61;4,15;6a8bca06d6e4680d964ccd1e3305376d;média;interna;;Santana de Parnaíba;25-34;;
16-saudade-sinalizador-24-3;16;saudade;24;3;Sinalizador24/16-saudade-sinalizador-24-3.mp4;1920;1080;29,61;4,76;a3349ded397fe5d915c01341b17750e0;média;interna;;Santana de Parnaíba;25-34;;
16-saudade-sinalizador-24-4;16;saudade;24;4;Sinalizador24/16-saudade-sinalizador-24-4.mp4;1920;1080;29,61;3,85;53ed37395b2adc67b862490db9d742a5;média;interna;;Santana de Parnaíba;25-34;;
16-saudade-sinalizador-24-5;16;saudade;24;5;Sinalizador24/16-saudade-sinalizador-24-5.mp4;1920;1080;29,61;4,18;03356266b18a0c2695b7655776376f92;média;interna;;Santana de Parnaíba;25-34;;
17-nome-sinalizador-24-1;17;nome;24;1;Sinalizador24/17-nome-sinalizador-24-1.mp4;1920;1080;29,61;4,39;ae988939e923c84b34c3d154d5fbb655;média;interna;;Santana de Parnaíba;25-34;;
17-nome-sinalizador-24-2;17;nome;24;2;Sinalizador24/17-nome-sinalizador-24-2.mp4;1920;1080;29,61;4,77;16a5ecf6efa9c30fa79aa087e3a84d98;média;interna;;Santana de Parnaíba;25-34;;
17-nome-sinalizador-24-3;17;nome;24;3;Sinalizador24/17-nome-sinalizador-24-3.mp4;1920;1080;29,61;5;aded48d2d77b1a188ba14d7f80fc6a7c;média;interna;;Santana de Parnaíba;25-34;;
17-nome-sinalizador-24-4;17;nome;24;4;Sinalizador24/17-nome-sinalizador-24-4.mp4;1920;1080;29,61;4,2;8cc537a34d2c666e3dcf63d0cd00288b;média;interna;;Santana de Parnaíba;25-34;;
17-nome-sinalizador-24-5;17;nome;24;5;Sinalizador24/17-nome-sinalizador-24-5.mp4;1920;1080;29,61;4,07;5965196517ef5f8ad3bfe769158e0987;média;interna;;Santana de Parnaíba;25-34;;
18-meu-sinalizador-24-1;18;meu;24;1;Sinalizador24/18-meu-sinalizador-24-1.mp4;1920;1080;29,61;5,13;0287daaab531ec2eddd5aada3f4e46f5;média;interna;;Santana de Parnaíba;25-34;;
18-meu-sinalizador-24-2;18;meu;24;2;Sinalizador24/18-meu-sinalizador-24-2.mp4;1920;1080;29,61;4,32;f0ef6612f83f66e3e41863d76a58f352;média;interna;;Santana de Parnaíba;25-34;;
18-meu-sinalizador-24-3;18;meu;24;3;Sinalizador24/18-meu-sinalizador-24-3.mp4;1920;1080;29,61;4,59;246149e5ceb59f8f94c5606f8b220d37;média;interna;;Santana de Parnaíba;25-34;;
18-meu-sinalizador-24-4;18;meu;24;4;Sinalizador24/18-meu-sinalizador-24-4.mp4;1920;1080;29,61;3,99;088a2bc22f0c791aefa47a56a2c7ef8c;média;interna;;Santana de Parnaíba;25-34;;
18-meu-sinalizador-24-5;18;meu;24;5;Sinalizador24/18-meu-sinalizador-24-5.mp4;1920;1080;29,61;4,7;ecd9eee96aaf5f2a72dfe5ee0c41a1bd;média;interna;;Santana de Parnaíba;25-34;;
19-carro-sinalizador-24-1;19;carro;24;1;Sinalizador24/19-carro-sinalizador-24-1.mp4;1920;1080;29,61;3,85;ab6ace801c431bdc3c46bb6bf7866b1d;média;interna;;Santana de Parnaíba;25-34;;
19-carro-sinalizador-24-2;19;carro;24;2;Sinalizador24/19-carro-sinalizador-24-2.mp4;1920;1080;26,22;5,61;896dc02586b4236839684789f4208d95;média;interna;;Santana de Parnaíba;25-34;;
19-carro-sinalizador-24-3;19;carro;24;3;Sinalizador24/19-carro-sinalizador-24-3.mp4;1920;1080;29,61;4,7;534ef0a25068647378aa0679aac1b153;média;interna;;Santana de Parnaíba;25-34;;
19-carro-sinalizador-24-4;19;carro;24;4;Sinalizador24/19-carro-sinalizador-24-4.mp4;1920;1080;29,61;3,86;6db1c72ed0011c2d47a3751824a8eaf1;média;interna;;Santana de Parnaíba;25-34;;
19-carro-sinalizador-24-5;19;carro;24;5;Sinalizador24/19-carro-sinalizador-24-5.mp4;1920;1080;29,61;3,79;828e9386d1345842c426b81d9893eb13;média;interna;;Santana de Parnaíba;25-34;;
19-carro-sinalizador-24-6;19;carro;24;6;Sinalizador24/19-carro-sinalizador-24-6.mp4;1920;1080;29,61;5,25;53efd9ecd1dc646fefa677419256cd26;média;interna;;Santana de Parnaíba;25-34;;
20-onibus-sinalizador-24-1;20;onibus;24;1;Sinalizador24/20-onibus-sinalizador-24-1.mp4;1920;1080;29,61;4,66;4ad9f8f11eb8c6890d335639efa7e11e;média;interna;;Santana de Parnaíba;25-34;;
20-onibus-sinalizador-24-2;20;onibus;24;2;Sinalizador24/20-onibus-sinalizador-24-2.mp4;1920;1080;29,61;4,57;0837f36e73d77729bab543219221b5b2;média;interna;;Santana de Parnaíba;25-34;;
20-onibus-sinalizador-24-3;20;onibus;24;3;Sinalizador24/20-onibus-sinalizador-24-3.mp4;1920;1080;29,61;4,43;78e9b8758309e90f39e3b801230aad28;média;interna;;Santana de Parnaíba;25-34;;
20-onibus-sinalizador-24-4;20;onibus;24;4;Sinalizador24/20-onibus-sinalizador-24-4.mp4;1920;1080;29,61;4,54;2146c2d98fa2f1fead65bd809c46ffa7;média;interna;;Santana de Parnaíba;25-34;;
20-onibus-sinalizador-24-5;20;onibus;24;5;Sinalizador24/20-onibus-sinalizador-24-5.mp4;1920;1080;29,61;4,63;9505b65f895e46d0bd5d3524a3744c37;média;interna;;Santana de Parnaíba;25-34;;
20-onibus-sinalizador-24-6;20;onibus;24;6;Sinalizador24/20-onibus-sinalizador-24-6.mp4;1920;1080;29,61;4,64;5c02674dd22a785b978dd031ca3985c6;média;interna;;Santana de Parnaíba;25-34;;
01-oi-sinalizador-25-1;01;oi;25;1;Sinalizador25/01-oi-sinalizador-25-1.mp4;3840;2160;29,94;11,49;e17b0deefd9dc041eb256089c32a3690;média;interna;;Santana de Parnaíba;25-34;;
01-oi-sinalizador-25-2;01;oi;25;2;Sinalizador25/01-oi-sinalizador-25-2.mp4;3840;2160;29,97;10,41;1a205f2db18278812736d60cb8d2df2c;média;interna;;Santana de Parnaíba;25-34;;
01-oi-sinalizador-25-3;01;oi;25;3;Sinalizador25/01-oi-sinalizador-25-3.mp4;3840;2160;29,95;11,49;1dc376704244b0e502c4beac04cce132;média;interna;;Santana de Parnaíba;25-34;;
01-oi-sinalizador-25-4;01;oi;25;4;Sinalizador25/01-oi-sinalizador-25-4.mp4;3840;2160;29,94;11,86;a2ee68e798493430ea64d8abac3325a4;média;interna;;Santana de Parnaíba;25-34;;
01-oi-sinalizador-25-5;01;oi;25;5;Sinalizador25/01-oi-sinalizador-25-5.mp4;3840;2160;29,73;12,01;fe238680c9a1a48fe76d93854589663a;média;interna;;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-25-1;02;tchau;25;1;Sinalizador25/02-tchau-sinalizador-25-1.mp4;3840;2160;29,93;7,62;2ad7d74817a91c72bf9a1d835cb87ce8;média;interna;;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-25-2;02;tchau;25;2;Sinalizador25/02-tchau-sinalizador-25-2.mp4;3840;2160;29,89;9,3;00417b401d6529ff88288a43ea95b0da;média;interna;;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-25-3;02;tchau;25;3;Sinalizador25/02-tchau-sinalizador-25-3.mp4;3840;2160;29,94;8,95;70c6fea897ecb1da913115232b0f4320;média;interna;;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-25-4;02;tchau;25;4;Sinalizador25/02-tchau-sinalizador-25-4.mp4;3840;2160;29,91;11,93;4d949981468e0ac8e85b5b8edd81fc42;média;interna;;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-25-5;02;tchau;25;5;Sinalizador25/02-tchau-sinalizador-25-5.mp4;3840;2160;29,98;10,44;1951426c4399eb03d7e9c70706f6857e;média;interna;;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-25-1;03;obrigado;25;1;Sinalizador25/03-obrigado-sinalizador-25-1.mp4;3840;2160;29,45;11,68;146d69beeec6718996f15ffdc165fe93;média;interna;;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-25-2;03;obrigado;25;2;Sinalizador25/03-obrigado-sinalizador-25-2.mp4;3840;2160;29,94;11,09;863d808ab4c6d6f5a04e4cf46e354e22;média;interna;;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-25-3;03;obrigado;25;3;Sinalizador25/03-obrigado-sinalizador-25-3.mp4;3840;2160;29,94;11,89;0e9f79465e33740b8ffd575d4e11f4a8;média;interna;;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-25-4;03;obrigado;25;4;Sinalizador25/03-obrigado-sinalizador-25-4.mp4;3840;2160;29,94;12,13;3677662c98aed27742a1dd0e7bf470b5;média;interna;;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-25-5;03;obrigado;25;5;Sinalizador25/03-obrigado-sinalizador-25-5.mp4;3840;2160;29,74;10,09;09547f019b78cd49934410850c3a3db9;média;interna;;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-25-1;04;desculpa;25;1;Sinalizador25/04-desculpa-sinalizador-25-1.mp4;3840;2160;29,87;7,1;c1319e8b6c3fe8108effdcb9d932df9b;média;interna;;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-25-2;04;desculpa;25;2;Sinalizador25/04-desculpa-sinalizador-25-2.mp4;3840;2160;29,94;11,26;180ed8ce5b1a11358dcee1d64c3dba6e;média;interna;;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-25-3;04;desculpa;25;3;Sinalizador25/04-desculpa-sinalizador-25-3.mp4;3840;2160;29,56;10,62;f0ce0dad46800b955a0974587dab7871;média;interna;;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-25-4;04;desculpa;25;4;Sinalizador25/04-desculpa-sinalizador-25-4.mp4;3840;2160;29,67;12,4;8c6c5e4bca3ab1fdcd836f5517bc8c02;média;interna;;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-25-5;04;desculpa;25;5;Sinalizador25/04-desculpa-sinalizador-25-5.mp4;3840;2160;29,8;10,91;0b1bb70f95d97f5fb18e7c790b82d112;média;interna;;Santana de Parnaíba;25-34;;
05-por favor-sinalizador-25-1;05;por favor;25;1;Sinalizador25/05-por favor-sinalizador-25-1.mp4;3840;2160;29,94;11,93;d812669fd85a3e497077c20d40243163;média;interna;;Santana de Parnaíba;25-34;;
05-por favor-sinalizador-25-2;05;por favor;25;2;Sinalizador25/05-por favor-sinalizador-25-2.mp4;3840;2160;29,94;11,93;53b051d9c85083a41d23e792e6713d06;média;interna;;Santana de Parnaíba;25-34;;
05-por favor-sinalizador-25-3;05;por favor;25;3;Sinalizador25/05-por favor-sinalizador-25-3.mp4;3840;2160;29,93;14,57;ffee4c84a37d75b316a590b8b4a135b2;média;interna;;Santana de Parnaíba;25-34;;
05-por favor-sinalizador-25-4;05;por favor;25;4;Sinalizador25/05-por favor-sinalizador-25-4.mp4;3840;2160;29,59;14,29;7d81092a75823ed8c99a69b54a469a53;média;interna;;Santana de Parnaíba;25-34;;
05-por favor-sinalizador-25-5;05;por favor;25;5;Sinalizador25/05-por favor-sinalizador-25-5.mp4;3840;2160;29,81;11,77;daccace3abeafff1a3fa90d75667b18e;média;interna;;Santana de Parnaíba;25-34;;
06-agua-sinalizador-25-1;06;agua;25;1;Sinalizador25/06-agua-sinalizador-25-1.mp4;3840;2160;29,94;12,93;4bc578d5a37d800189b2afa49a757ce7;média;interna;;Santana de Parnaíba;25-34;;
06-agua-sinalizador-25-2;06;agua;25;2;Sinalizador25/06-agua-sinalizador-25-2.mp4;3840;2160;29,94;11,26;4d1b577ed535074696c41e340db8b2ee;média;interna;;Santana de Parnaíba;25-34;;
06-agua-sinalizador-25-3;06;agua;25;3;Sinalizador25/06-agua-sinalizador-25-3.mp4;3840;2160;27,93;13,28;3db67e4e7fedd56612ac2f08a96e8f44;média;interna;;Santana de Parnaíba;25-34;;
06-agua-sinalizador-25-4;06;agua;25;4;Sinalizador25/06-agua-sinalizador-25-4.mp4;3840;2160;27,13;14,01;777a6c6856d4feb109256b34e31f71f3;média;interna;;Santana de Parnaíba;25-34;;
06-agua-sinalizador-25-5;06;agua;25;5;Sinalizador25/06-agua-sinalizador-25-5.mp4;3840;2160;29,07;15,41;35dc3bca342ebb1fb16ca50617564415;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-25-1;07;eu te amo;25;1;Sinalizador25/07-eu te amo-sinalizador-25-1.mp4;3840;2160;29,21;6,91;6ef3a540054c642fda1258072a4f3313;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-25-2;07;eu te amo;25;2;Sinalizador25/07-eu te amo-sinalizador-25-2.mp4;3840;2160;27,08;8,12;f1e25962cad86f6def65e753ad95818f;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-25-3;07;eu te amo;25;3;Sinalizador25/07-eu te amo-sinalizador-25-3.mp4;3840;2160;28,38;8,49;1b754e1be1f14e5c3721c753c0b16c5b;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-25-4;07;eu te amo;25;4;Sinalizador25/07-eu te amo-sinalizador-25-4.mp4;3840;2160;26,35;10,36;bfd65aa62e95b8d91c244bc53d940c11;média;interna;;Santana de Parnaíba;25-34;;
07-eu te amo-sinalizador-25-5;07;eu te amo;25;5;Sinalizador25/07-eu te amo-sinalizador-25-5.mp4;3840;2160;28,44;9,18;3780249a455063b7cc04b6ab3d882ad2;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-25-1;08;fome;25;1;Sinalizador25/08-fome-sinalizador-25-1.mp4;3840;2160;25,99;7,58;36665c2accf5ae8713035f49449c6ba0;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-25-2;08;fome;25;2;Sinalizador25/08-fome-sinalizador-25-2.mp4;3840;2160;25,13;8,16;8cb55fcfdaf3572b19acf0e35d70ef28;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-25-3;08;fome;25;3;Sinalizador25/08-fome-sinalizador-25-3.mp4;3840;2160;23,93;13,96;a56302deda6917bdbc54035b70c6f151;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-25-4;08;fome;25;4;Sinalizador25/08-fome-sinalizador-25-4.mp4;3840;2160;24,82;13,17;6b18fae19e78b03cf37affab99cc55a7;média;interna;;Santana de Parnaíba;25-34;;
08-fome-sinalizador-25-5;08;fome;25;5;Sinalizador25/08-fome-sinalizador-25-5.mp4;3840;2160;24,38;12,26;b7f2874f8edff8c8034592ed2b47b068;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-25-1;09;sede;25;1;Sinalizador25/09-sede-sinalizador-25-1.mp4;3840;2160;23,96;15,49;01e56ab785bc2e09d60fe4680accad6d;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-25-2;09;sede;25;2;Sinalizador25/09-sede-sinalizador-25-2.mp4;3840;2160;23,96;10,6;d16c42f2abcf8f3670f8375e62d468a2;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-25-3;09;sede;25;3;Sinalizador25/09-sede-sinalizador-25-3.mp4;3840;2160;23,95;14,87;48d120e0202da8ec3106f703e21f600e;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-25-4;09;sede;25;4;Sinalizador25/09-sede-sinalizador-25-4.mp4;3840;2160;23,96;13,27;ae618ad2f813715bfea86d470fc511e0;média;interna;;Santana de Parnaíba;25-34;;
09-sede-sinalizador-25-5;09;sede;25;5;Sinalizador25/09-sede-sinalizador-25-5.mp4;3840;2160;24,06;10,89;51d4140ba051be49a828b8503b02527a;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-25-1;10;banheiro;25;1;Sinalizador25/10-banheiro-sinalizador-25-1.mp4;3840;2160;25,26;9,98;bde3de7265939e051fed634845be51d6;média;interna;;Santana de Parnaíba;25-34;;
10-banheiro-sinalizador-25-2;10;banheiro;25;2;Sinalizador25/10-banheiro-sinalizador-25-2.mp4;3840;2160;24,99;16,33;83f6a8bdcc7218c9791c1357f000cb4a;média;interna;;Santana de Parnaíba;25-34;;
